Alterno;Nombre;Ventas;Marca;Talla;Genero;Categoria;Venta;Tienda;Fecha de Venta;Nombre Comercial
369422 02;S.P POPCAT REFLECTIVE BLACK 369422 02 # 7;1;PUMA;7;HOMBRE;SANDALIAS;750.00;TIME OUT CITYMALL TEG;12/7/2019;SANDALIA POPCAT
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 10;1;NIKE;10;MUJER;ZAPATO;1,221.14;TIME OUT CITYMALL TEG;12/7/2019;PRIMO COURT
192427 03;T.P RADIATE XT SLIP-ON PURPLE 192427 03 # 6;1;PUMA;6;MUJER;ZAPATO;1,790.00;TIME OUT CITYMALL TEG;12/7/2019;MEGA NRGY
192355 01;T.P PERSIST XT BLACK 192355 01 # 11;1;PUMA;11;HOMBRE;ZAPATO;1,490.00;TimeOut Cascadas;12/7/2019;PERSIST
AT1239-003;T. NIKE VARSITY COMPETE BLK/WHT AT1239-003 # 7;1;NIKE;7;HOMBRE;ZAPATO;2,331.00;TimeOut Cascadas;12/7/2019;VARSITY
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 5.5;1;NIKE;5.5;MUJER;ZAPATO;2,190.00;TimeOut Cascadas;12/7/2019;FLEX EXPERIENCE
A1PKB;T. BRADSTREET 3 EYE MD BRN A1PKB # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,290.00;TimeOut Cascadas;12/7/2019;BRADSTREET
341522 30;T.P FUEGO NYLON NAV/GREY/BLK 341522 30 # 10;1;PUMA;10;HOMBRE;ZAPATO;1,790.00;TimeOut Cascadas;12/7/2019;FUEGO
A1SLZ ;T. CITY S EDGE WP BOOT BLACK FULL A1SLZ # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,603.50;TimeOut Cascadas;12/7/2019;CITY EDGE
812654 001;T.N TANJUN BLK 812654 001 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;12/7/2019;TANJUN
940418 603;T.N DUAL TONE RAC PINK 940418 603 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;1,490.00;TimeOut Cascadas;12/7/2019;DUAL TONE
306242 03;T.P BMW MMS NAVY 306242 03 # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;1,550.00;TimeOut Cascadas;12/7/2019;FUTURE CAT 
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 9;1;NIKE;9;MUJER;ZAPATO;1,990.00;TimeOut Cascadas;12/7/2019;TANJUN
812654 001;T.N TANJUN BLK 812654 001 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;12/7/2019;TANJUN
807472-604;T.N CLASSIC CORTEZ NYL RED/WHT 807472-604 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,673.00;Tienda Movil;12/7/2019;CORTEZ
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 7;1;NIKE;7;MUJER;ZAPATO;1,990.00;El Dorado;12/7/2019;TANJUN
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 7;1;NIKE;7;MUJER;ZAPATO;1,990.00;El Dorado;12/7/2019;TANJUN
831971-002;T.N. MERCURIAL VORTEX III BLK/WHT 831971-002 #8.5;1;NIKE;8.5;HOMBRE;ZAPATO;1,590.00;El Dorado;12/7/2019;MERCURIAL VORTEX
807472-011;T.N CORTEZ NYLON BLCK/WHT 807472 011 # 10;1;NIKE;10;HOMBRE;ZAPATO;2,415.00;TimeOut La Ceiba;12/7/2019;CORTEZ
343880 090;SANDALIA NIKE BLK/WHT 343880 090 #9;1;NIKE;9;HOMBRE;SANDALIAS;855.00;TimeOut La Ceiba;12/7/2019;BENASSI
016101 BLK;T. RS INTENSE BLK 016101 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;890.00;TimeOut La Ceiba;13/7/2019;INTENSE
A1MB4;Z.T EAGLE BAY LEATHER BO CANTEEN A1MB4 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,145.70;Shoes Cascadas;13/7/2019;EAGLE BAY
812654 011;T.N TANJUN BLACK/WHT 812654 011 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,215.00;TimeOut La Ceiba;13/7/2019;TANJUN
343880 001;SANDALIA BENASSI JDI BLACK 343880 001 # 7;1;NIKE;7;HOMBRE;SANDALIAS;1,005.00;TimeOut La Ceiba;13/7/2019;BENASSI
A13HD;Z.T LARCHMONT CHUKKA BRW A13HD 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,541.50;Shoes Cascadas;13/7/2019;LARCHMONT 
343880 015;S.N BENASSI BLCK/WHT  343880 015 # 10;1;NIKE;10;HOMBRE;SANDALIAS;855.00;TimeOut La Ceiba;13/7/2019;BENASSI
880840-602;T. NIKE WMNS FREE RN 2 RD/PRT 880840-602 # 9;1;NIKE;9;MUJER;ZAPATO;2,415.00;TimeOut La Ceiba;13/7/2019;FREE RN
807472-011;T.N CORTEZ NYLON BLCK/WHT 807472-011 # 11;1;NIKE;11;HOMBRE;ZAPATO;2,415.00;TimeOut La Ceiba;13/7/2019;CORTEZ
191068 01;T.P NRGY BLCK WH 191068 01 # 11;1;PUMA;11;HOMBRE;ZAPATO;1,615.00;TimeOut La Ceiba;13/7/2019;MEGA NRGY
343881-108;S. WMNS BENASSI JDI WHT/MTLC 343881-108 # 6;1;NIKE;6;MUJER;SANDALIAS;855.00;TimeOut La Ceiba;13/7/2019;BENASSI
AQ7481-002;T. NIKE DOWNSHIFTER 9 BLK/ANTH AQ7481-002 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,215.00;TimeOut La Ceiba;13/7/2019;DOWNSHIFTER
A1O9N;T. FLYROAM OXFO GREEN A1O9N # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,890.00;Shoes Cascadas;13/7/2019;FLYROAM
A161Q;T. WAKEBY BLACK A161Q # 9;1;TIMBERLAND;9;HOMBRE;SANDALIAS;1,500.00;TimeOut La Ceiba;13/7/2019;WAKEBY
5215A;T.EK BRADST PTO BLACK 5215A # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,541.50;Shoes Cascadas;13/7/2019;BRADSTREET
AQ7486-002;T. NIKE DOWNSHIFTER 9 BLK/FUCHSIA AQ7486-002 # 8;1;NIKE;8;MUJER;ZAPATO;2,215.00;TimeOut La Ceiba;13/7/2019;DOWNSHIFTER
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6;1;NIKE;6;MUJER;ZAPATO;1,990.00;TimeOut La Ceiba;13/7/2019;TANJUN
315122 111;T.N AIR FORCE 1 07 WHITE 315122 111 # 8;1;NIKE;8;HOMBRE;ZAPATO;2,815.00;TimeOut La Ceiba;13/7/2019;AIR FORCE 1
618919-900;SANDALIA WMNS BENASSI JDI PRINT RED 618919-900 # 7;1;NIKE;7;MUJER;SANDALIAS;1,005.00;TimeOut La Ceiba;13/7/2019;BENASSI
360263 01;SANDALIA P. LEADCAT  BLACK/WHT 360263 01 # 8;1;PUMA;8;HOMBRE;SANDALIAS;765.00;TimeOut La Ceiba;13/7/2019;SANDALIA LEADCAT
343880 100;SANDA NIKE BENASSI BLK/WHT 343880 100 # 7;1;NIKE;7;HOMBRE;SANDALIAS;1,005.00;TimeOut La Ceiba;13/7/2019;BENASSI
618919-022;T.N WMNS BENASSI JDI PRINT BLACK 618919-022 # 6;1;NIKE;6;MUJER;SANDALIAS;1,005.00;TimeOut La Ceiba;13/7/2019;BENASSI
631261-024;T.S BENASSI JDI PRINT BLK/WHT 631261-024 # 9;1;NIKE;9;HOMBRE;SANDALIAS;965.00;TimeOut La Ceiba;13/7/2019;BENASSI
631261-024;T.S BENASSI JDI PRINT BLK/WHT 631261-024 # 9;1;NIKE;9;HOMBRE;SANDALIAS;965.00;TimeOut La Ceiba;13/7/2019;BENASSI
A1L58;T. STORMBUCK LITE CHUKK BLACK A1L58 # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,711.50;Shoes Cascadas;13/7/2019;STORMBUCK
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;1,990.00;TimeOut Cascadas;13/7/2019;TANJUN
192337 01 ;T.P FLOURISH WMNS BLACK 192337 01 # 6;1;PUMA;6;MUJER;ZAPATO;1,790.00;TimeOut Cascadas;13/7/2019;FLOURISH
315115 112;T.N AIR FORCE 1 WHITE 315115 112 # 5.5;1;NIKE;5.5;MUJER;ZAPATO;2,490.00;TimeOut Cascadas;13/7/2019;AIR FORCE 1
7-37CMA0046J18;T.LACOSTE LEROND NVY/WHT 7-37CMA0046J18 # 7;1;LACOSTE;7;HOMBRE;ZAPATO;2,490.00;TimeOut Cascadas;13/7/2019;LEROND
343881-108;S. WMNS BENASSI JDI WHT/MTLC 343881-108 # 9;1;NIKE;9;MUJER;SANDALIAS;990.00;TimeOut Cascadas;13/7/2019;BENASSI
A1Z2Z;T. BROOKLYN L/FSUPEROX MDGRY A1Z2Z # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;2,790.00;Timberland Multiplaza;13/7/2019;BROOKLYN
315122 111;T.N AIR FORCE 1 07 WHITE 315122 111 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,590.00;TimeOut Cascadas;13/7/2019;AIR FORCE 1
940418 603;T.N DUAL TONE RAC PINK 940418 603 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;1,490.00;TimeOut Cascadas;13/7/2019;DUAL TONE
880840-602;T. NIKE WMNS FREE RN 2 RD/PRT 880840-602 # 6;1;NIKE;6;MUJER;ZAPATO;2,200.00;TimeOut Metromall;13/7/2019;FREE RN
AT1239-004;T. NIKE VARSITY COMPETE GRY AT1239-004 # 7;1;NIKE;7;HOMBRE;ZAPATO;2,300.00;TimeOut Metromall;13/7/2019;VARSITY
7-37CMA0046454;T.LACOSTE LEROND BLCK 7-37CMA0046454 # 11;1;LACOSTE;11;HOMBRE;ZAPATO;2,400.00;TimeOut Cascadas;13/7/2019;LEROND
812654 001;T.N TANJUN BLK 812654 001 # 9;1;NIKE;9;HOMBRE;ZAPATO;1,990.00;TimeOut Metromall;13/7/2019;TANJUN
AO4486-600;T.N. AIR MAX SEQUENT 4 ROSE/PRTCL AO4486-600 # 5.5;1;NIKE;5.5;MUJER;ZAPATO;1,490.00;TimeOut Cascadas;13/7/2019;AIR MAX SEQUENT
AQ7481-002;T. NIKE DOWNSHIFTER 9 BLK/ANTH AQ7481-002 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;2,390.00;TimeOut Metromall;13/7/2019;DOWNSHIFTER
AJ5911-400;T.NIKE FLEX CONTROL TR3 NVY/MTLC AJ5911-400 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,100.00;TimeOut Metromall;13/7/2019;FLEX CONTROL
343880 090;SANDALIA NIKE BLK/WHT 343880 090 #11;1;NIKE;11;HOMBRE;SANDALIAS;990.00;TimeOut Cascadas;13/7/2019;BENASSI
843895 001;T.N SB CHECK SOLAR BLCK 843895 001 # 8;1;NIKE;8;HOMBRE;ZAPATO;1,990.00;TimeOut Metromall;13/7/2019;SB CHECK
AT2506-002;T. NIKE AIR MAX FLY BLK/WHT AT2506-002 # 8.5;1;NIKE;8.5;HOMBRE;ZAPATO;3,190.00;TimeOut Metromall;13/7/2019;AIR MAX FLY
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 7;1;NIKE;7;MUJER;ZAPATO;1,990.00;TimeOut Metromall;13/7/2019;TANJUN
7-37CMA0045237;T.LACOSTE LEROND BLK/GRY 7-37CMA0045237 # 7.5;1;LACOSTE;7.5;HOMBRE;ZAPATO;2,590.00;TimeOut Cascadas;13/7/2019;LEROND
360265 42;S.PUMA  POPCAT PURPLE 360265 42 # 6;1;PUMA;6;MUJER;SANDALIAS;690.00;TimeOut Metromall;13/7/2019; SANDALIA POPCAT
AQ2231-500;T. NIKE AIR MAX OKETO CHALK/PLUM AQ2231-500 # 7;1;NIKE;7;MUJER;ZAPATO;2,331.00;TimeOut Cascadas;13/7/2019;AIR MAX OKETO
917707 660;T.N RETALIATION TR RED 917707 660 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,190.00;TimeOut Metromall;13/7/2019;RETALIATION
812654 001;T.N TANJUN BLK 812654 001 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;13/7/2019;TANJUN
AQ7486-002;T. NIKE DOWNSHIFTER 9 BLK/FUCHSIA AQ7486-002 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;2,190.00;TimeOut Metromall;13/7/2019;DOWNSHIFTER
191487 01;T.P ENZO WEAVE BLACK 191487 01 # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;2,190.00;TimeOut Cascadas;13/7/2019;ENZO
AJ5908-013;T.N. FLEX EXPERIENCE 8 BLK/WHT AJ5908-013 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;2,190.00;TimeOut Metromall;13/7/2019;FLEX EXPERIENCE
AA4079 001;T.N LUNARSOLO BLK//WHT AA4079 001 # 8.5;1;NIKE;8.5;HOMBRE;ZAPATO;2,390.00;TimeOut Cascadas;13/7/2019;LUNARSOLO
7-37CMA0066J18;T.LACOSTE SIDELINE NVY/WHT 7-37CMA0066J18 # 8.5;1;LACOSTE;8.5;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;13/7/2019;SIDELINE
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;2,190.00;TimeOut Cascadas;13/7/2019;TANJUN
360248 31;SANDALIA PUMA PINK EPIC FLIP 360248 31# 6;1;PUMA;6;MUJER;SANDALIAS;550.00;TimeOut Metromall;13/7/2019;SANDALIA EPIC FLIP
306421 01;T.P BMW DRIFT CAT 5 BK 306421 01 # 8.5;1;PUMA;8.5;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;13/7/2019;DRIFT
A1ODO;Z.T. KILLINGTON HIKER CHU FORGED GREY A1ODO # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,800.00;TimeOut Metromall;13/7/2019;KILINGTON
A1ODO;Z.T. KILLINGTON HIKER CHU FORGED GREY A1ODO # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;2,800.00;TimeOut Metromall;13/7/2019;KILINGTON
AA4080 001;T.N WMNS  LUNARSOLO BLK AA4080 001 # 9;1;NIKE;9;MUJER;ZAPATO;2,290.00;TimeOut Cascadas;13/7/2019;LUNARSOLO
369401 02;SANDALIA PUMA EPIC RED/NAV 369401 02 # 7;1;PUMA;7;HOMBRE;SANDALIAS;590.00;TimeOut Metromall;13/7/2019;SANDALIA EPIC FLIP
18193;T. CHOCORUA TRAIL BLACK 18193 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,590.00;Timberland CITY MALL;13/7/2019;CHOCORUA
A1LU4;Z.T. 6  PREMIUM BOOT MIDNIGHT NVY A1LU4 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;4,590.00;Timberland CITY MALL;13/7/2019;PREMIUM BOOT
A1RMM;T. FLYROAM TRAIL LOW LEAF DARK GREEN A1RMM # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,645.00;Timberland CITY MALL;13/7/2019;FLYROAM
A1Z6G;T. FLYROAM GO KNIT OX BLK A1Z6G # 7;1;TIMBERLAND;7;HOMBRE;ZAPATO;2,390.00;Timberland CITY MALL;13/7/2019;BROOKLYN
A1LNG;T. FLYROAM GO KNIT OXFO JET BLACK A1LNG # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,890.00;Timberland CITY MALL;13/7/2019;FLYROAM
5215A;T.EK BRADST PTO BLACK 5215A # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,420.00;TimeOut Choluteca;13/7/2019;BRADSTREET
916780 403;T.N CK RACER NAVY/WHITE 916780 403 # 10.5;1;NIKE;10.5;HOMBRE;ZAPATO;990.00;Time out mall premier;13/7/2019;CK RACER
306243 01;T.P FUTURE GREEN WH 306243 01 # 7.5;1;PUMA;7.5;HOMBRE;ZAPATO;990.00;Time out mall premier;13/7/2019;FUTURE CAT
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 8;1;NIKE;8;MUJER;ZAPATO;2,190.00;Time out mall premier;13/7/2019;FLEX EXPERIENCE
360248 03;SANDALIA BLACK WHITE 360248 03 # 9;1;PUMA;9;HOMBRE;SANDALIAS;650.00;Time out mall premier;13/7/2019;SANDALIA EPIC FLIP
599409-028;T.N WMS AIR MAX THEA BLK/WH 599409 028 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,490.00;Time out mall premier;13/7/2019;AIR MAX THEA
724979 009;T.N JUVENATE WT/BK 724979 009 # 9;1;NIKE;9;MUJER;ZAPATO;1,590.00;Time out mall premier;13/7/2019;JUVENATE
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 9.5;1;NIKE;9.5;MUJER;ZAPATO;2,390.00;Time out mall premier;13/7/2019;FLEX EXPERIENCE
812654 001;T.N TANJUN BLK 812654 001 # 9;1;NIKE;9;HOMBRE;ZAPATO;1,990.00;Time out mall premier;13/7/2019;TANJUN
AJ5911-001;T. NIKE FLEX CONTROL TR3 BLK/WHT AJ5911-001 # 10;1;NIKE;10;HOMBRE;ZAPATO;2,390.00;Time out mall premier;13/7/2019;FLEX CONTROL
015831 BLK;T. RS DAFY 2.5 ALL BLK 015831 # 11;1;RS PERFORMANCE;11;HOMBRE;ZAPATO;990.00;Time out mall premier;13/7/2019;DEFY
812654 001;T.N TANJUN BLK 812654 001 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;1,990.00;Time out mall premier;13/7/2019;TANJUN
807471 101;T.N WMNS CLASSIC CORTEZ  LEATHER 807471 101 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;990.00;Time out mall premier;13/7/2019;CORTEZ
341522 30;T.P FUEGO NYLON NAV/GREY/BLK 341522 30 # 7.5;1;PUMA;7.5;HOMBRE;ZAPATO;1,590.00;Time out mall premier;13/7/2019;FUEGO
916780 001;T.N CK RACER  BLK/WHT 916780 001 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,190.00;Time out mall premier;13/7/2019;CK RACER
916780 003;T.N CK RACER GREY 916780 003 # 10;1;NIKE;10;HOMBRE;ZAPATO;990.00;Time out mall premier;13/7/2019;CK RACER
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 8;1;NIKE;8;MUJER;ZAPATO;1,890.00;Time out mall premier;13/7/2019;PRIMO COURT
360248 25;S.PUMA EPIC FLIP GREEN 360248 25 # 7;1;PUMA;7;HOMBRE;SANDALIAS;650.00;Time out mall premier;13/7/2019;SANDALIA EPIC FLIP
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 7;1;NIKE;7;MUJER;ZAPATO;1,990.00;Time out mall premier;13/7/2019;TANJUN
192442 04;T.P ENZO BETA BLACK 192442 04  # 10.5;1;PUMA;10.5;HOMBRE;ZAPATO;1,990.00;Time out mall premier;13/7/2019;ENZO 
016082 GRY;T. RS INTENSE DK.GREY/BLK 016082 # 8;1;RS PERFORMANCE;8;MUJER;ZAPATO;890.00;Time out mall premier;13/7/2019;BURLY
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 7;1;NIKE;7;MUJER;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;13/7/2019;TANJUN
A13HZ;Z.T LARCHMONT CHELSEA  BRW A13HZ # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,990.00;TIME OUT CITYMALL TEG;13/7/2019;LARCHMONT 
360263  02;SANADALIA P. LEADCAT NAVY 360263  02 # 10;1;PUMA;10;HOMBRE;SANDALIAS;750.00;TIME OUT CITYMALL TEG;13/7/2019;SANDALIA LEADCAT
AO4486-600;T.N. AIR MAX SEQUENT 4 ROSE/PRTCL AO4486-600 # 6;1;NIKE;6;MUJER;ZAPATO;700.00;TIME OUT CITYMALL TEG;13/7/2019;AIR MAX SEQUENT
AA2146-105;T. NIKE AIR MAX AXIS WHITE/BLUE AA2146-105 # 10.5;1;NIKE;10.5;HOMBRE;ZAPATO;2,790.00;TIME OUT CITYMALL TEG;13/7/2019;AIR MAX AXIS
18193;T. CHOCORUA TRAIL BLACK 18193 # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;3,590.00;TIME OUT CITYMALL TEG;13/7/2019;CHOCORUA
369155 01;T.P CALI WMNS WHITE 369155 01 # 6.5;1;PUMA;6.5;MUJER;ZAPATO;1,990.00;TIME OUT CITYMALL TEG;13/7/2019;CALI
AR5339-001;N.W. AF1 SAGE LCE XX NGHT/PHNTM AR5339-001 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;2,990.00;TIME OUT CITYMALL TEG;13/7/2019;AIR FORCE 1
631261-024;T.S BENASSI JDI PRINT BLK/WHT 631261-024 # 7;1;NIKE;7;HOMBRE;SANDALIAS;950.00;TIME OUT CITYMALL TEG;13/7/2019;BENASSI
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;13/7/2019;TANJUN
A1SA2;T. FLYROAM GO KNIT OXFO BLACK A1SA2 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;1,000.00;TIME OUT CITYMALL TEG;13/7/2019;FLYROAM
917707 660;T.N RETALIATION TR RED 917707 660 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;2,390.00;TIME OUT CITYMALL TEG;13/7/2019;RETALIATION
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 9;1;NIKE;9;HOMBRE;ZAPATO;1,790.00;TIME OUT CITYMALL TEG;13/7/2019;TODOS
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 10;1;NIKE;10;MUJER;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;13/7/2019;TANJUN
AR5339-001;N.W. AF1 SAGE LCE XX NGHT/PHNTM AR5339-001 # 6;1;NIKE;6;MUJER;ZAPATO;3,250.00;TIME OUT CITYMALL TEG;13/7/2019;AIR FORCE 1
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 10;1;NIKE;10;MUJER;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;13/7/2019;TANJUN
863776 001;T.N WMS FRE DISTANCE GREY/BLK 863776 001 # 7;1;NIKE;7;MUJER;ZAPATO;2,390.00;TIME OUT CITYMALL TEG;13/7/2019;FREE DISTANCE
AT1239-004;T. NIKE VARSITY COMPETE GRY AT1239-004 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,390.00;TIME OUT CITYMALL TEG;13/7/2019;VARSITY
AJ5908-013;T.N. FLEX EXPERIENCE 8 BLK/WHT AJ5908-013 # 9;1;NIKE;9;MUJER;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;13/7/2019;FLEX EXPERIENCE
360248 29;SANDALIA PUMA EPIC PURPLE 360248 29 # 6;1;PUMA;6;MUJER;SANDALIAS;650.00;TIME OUT CITYMALL TEG;13/7/2019;SANDALIA EPIC FLIP
AJ8879 003;T.N HAKATA   GREY AJ8879 003 # 9;1;NIKE;9;HOMBRE;ZAPATO;500.00;TIME OUT CITYMALL TEG;13/7/2019;HAKATA
369402 01;SANDALIA PUMA EPIC WHT/GREY 369402 01 # 9;1;PUMA;9;MUJER;SANDALIAS;650.00;TIME OUT CITYMALL TEG;13/7/2019;SANDALIA EPIC FLIP
812654 001;T.N TANJUN BLK 812654 001 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;13/7/2019;TANJUN
369155 01;T.P CALI WMNS WHITE 369155 01 # 6;1;PUMA;6;MUJER;ZAPATO;1,990.00;Time Out Multiplaza;13/7/2019;CALI
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,990.00;Time Out Multiplaza;13/7/2019;TANJUN
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6;1;NIKE;6;MUJER;ZAPATO;1,990.00;Time Out Multiplaza;13/7/2019;TANJUN
369138 01;T.PUMA SIRENA BLACK 369138 01 # 7.5;1;PUMA;7.5;MUJER;ZAPATO;990.00;Time Out Multiplaza;13/7/2019;SIRENA 
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;1,990.00;Time Out Multiplaza;13/7/2019;TANJUN
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 7;1;NIKE;7;MUJER;ZAPATO;1,990.00;Time Out Multiplaza;13/7/2019;TANJUN
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 6;1;NIKE;6;MUJER;ZAPATO;1,790.00;Time Out Multiplaza;13/7/2019;TODOS
367385 09;T.P INSURGE MESH PURPLE 367385 09 # 4.5;1;PUMA;4.5;MUJER;ZAPATO;1,990.00;Time Out Multiplaza;13/7/2019;INSURGE
192442 04;T.P ENZO BETA BLACK 192442 04  # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;1,790.00;Time Out Multiplaza;13/7/2019;ENZO 
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;2,190.00;Time Out Multiplaza;13/7/2019;TANJUN
366687 02;T.P BASKET PLATFORM LUXE GOLD 366687 02 # 7;1;PUMA;7;MUJER;ZAPATO;990.00;Time Out Multiplaza;13/7/2019;BASKET
192355 01;T.P PERSIST XT BLACK 192355 01 # 7.5;1;PUMA;7.5;HOMBRE;ZAPATO;1,890.00;Time Out Multiplaza;13/7/2019;PERSIST
843896-601;T.NIKE SB CHECK SOLAR CRMSON/WHT 843896-601 # 8.5;1;NIKE;8.5;HOMBRE;ZAPATO;1,490.00;Time Out Multiplaza;13/7/2019;SB CHECK
367284 01;SANDALIA PUMA POPCAT BLACK 367284 01 # 8;1;PUMA;8;HOMBRE;SANDALIAS;750.00;Time Out Multiplaza;13/7/2019;SANDALIA POPCAT
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 8;1;NIKE;8;MUJER;ZAPATO;2,390.00;Time Out Multiplaza;13/7/2019;FLEX EXPERIENCE
A1LH8;T. BRADSTREET OXFOR NAVY A1LH8 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,390.00;Time Out Multiplaza;13/7/2019;BRADSTREET
343881-007;N. WMNS BENASSI BLK/ROSE 343881-007 # 8;1;NIKE;8;MUJER;SANDALIAS;495.00;Time Out Citymall SPS;13/7/2019;BENASSI
306387 02;T.P BMW MMS WHITE/GREY 306387 02 # 8;1;PUMA;8;HOMBRE;ZAPATO;1,590.00;Time Out Citymall SPS;13/7/2019;EVO CAT
AR7621-001;T.W AIR MAX 97 LX BLK/WHT AR7621-001 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;4,990.00;Time Out Citymall SPS;13/7/2019;AIR MAX 97
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,990.00;Time Out Citymall SPS;13/7/2019;TANJUN
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,990.00;Time Out Citymall SPS;13/7/2019;TANJUN
599409-422;T. NIKE AIR MAX THEA NVY/PLT 599409-422 # 6;1;NIKE;6;MUJER;ZAPATO;2,590.00;Time Out Citymall SPS;13/7/2019;AIR MAX THEA
